YEAR,WOOD_SUPPLIER_TRASE_ID,WOOD_SUPPLIER_CORPORATE_GROUP,WOOD_SUPPLIER,WOOD_SUPPLIER_PROVINCE,WOOD_SUPPLIER_ISLAND,MILL_CORPORATE_GROUP,MILL,WOOD_SOURCE,PULPWOOD_VOLUME_M3
2015,ID-WOOD-CONCESSION-0517,SINAR MAS,PT WIRA KARYA SAKTI,JAMBI,SUMATRA,SINAR MAS,LONTAR PAPYRUS,PLANTATION,"2696452,44"
2015,ID-WOOD-CONCESSION-0011,UNKNOWN AFFILIATION,HIJAUAN BENGKOKA PLANTATION SDN BHD (MALAYSIA),#N/A,#N/A,MARUBENI,TANJUNG ENIM LESTARI,IMPORT,"16606,89"
2015,ID-WOOD-CONCESSION-0012,KTS,KTS LOGS MARKETING SDN BHD (MALAYSIA),#N/A,#N/A,MARUBENI,TANJUNG ENIM LESTARI,IMPORT,"496957,3"
2015,ID-WOOD-CONCESSION-0012,KTS,KTS LOGS MARKETING SDN BHD (MALAYSIA),#N/A,#N/A,ROYAL GOLDEN EAGLE,APRIL,IMPORT,"97572,41"
2015,ID-WOOD-CONCESSION-0536,ROYAL GOLDEN EAGLE,PT ADINDO HUTANI LESTARI,KALIMANTAN UTARA,KALIMANTAN,ROYAL GOLDEN EAGLE,APRIL,NATURAL FOREST,"1366005,21"
2015,ID-WOOD-CONCESSION-0022,UNKNOWN AFFILIATION,COMMUNITY FORESTRY (LAMPUNG),LAMPUNG,SUMATRA,MARUBENI,TANJUNG ENIM LESTARI,COMMUNITY,"12107,78"
2015,ID-WOOD-CONCESSION-0022,UNKNOWN AFFILIATION,COMMUNITY FORESTRY (LAMPUNG),LAMPUNG,SUMATRA,MARUBENI,TANJUNG ENIM LESTARI,COMMUNITY,"59905,92"
2015,ID-WOOD-CONCESSION-0022,UNKNOWN AFFILIATION,COMMUNITY FORESTRY (LAMPUNG),LAMPUNG,SUMATRA,MARUBENI,TANJUNG ENIM LESTARI,COMMUNITY,"25,27"
2015,ID-WOOD-CONCESSION-0025,UNKNOWN AFFILIATION,COMMUNITY FORESTRY (SOUTH SUMATRA),SUMATERA SELATAN,SUMATRA,MARUBENI,TANJUNG ENIM LESTARI,COMMUNITY,"19552,64"
2015,ID-WOOD-CONCESSION-0022,UNKNOWN AFFILIATION,COMMUNITY FORESTRY (LAMPUNG),LAMPUNG,SUMATRA,MARUBENI,TANJUNG ENIM LESTARI,COMMUNITY,"3726,4"
2015,ID-WOOD-CONCESSION-0022,UNKNOWN AFFILIATION,COMMUNITY FORESTRY (LAMPUNG),LAMPUNG,SUMATRA,MARUBENI,TANJUNG ENIM LESTARI,COMMUNITY,"1885,8"
2015,ID-WOOD-CONCESSION-0022,UNKNOWN AFFILIATION,COMMUNITY FORESTRY (LAMPUNG),LAMPUNG,SUMATRA,MARUBENI,TANJUNG ENIM LESTARI,COMMUNITY,"3470,5"
2015,ID-WOOD-CONCESSION-0022,UNKNOWN AFFILIATION,COMMUNITY FORESTRY (LAMPUNG),LAMPUNG,SUMATRA,MARUBENI,TANJUNG ENIM LESTARI,COMMUNITY,"18892,69"
2015,ID-WOOD-CONCESSION-0022,UNKNOWN AFFILIATION,COMMUNITY FORESTRY (LAMPUNG),LAMPUNG,SUMATRA,MARUBENI,TANJUNG ENIM LESTARI,COMMUNITY,"43915,32"
2015,ID-WOOD-CONCESSION-0022,UNKNOWN AFFILIATION,COMMUNITY FORESTRY (LAMPUNG),LAMPUNG,SUMATRA,MARUBENI,TANJUNG ENIM LESTARI,COMMUNITY,"31171,8"
2015,ID-WOOD-CONCESSION-0021,UNKNOWN AFFILIATION,COMMUNITY FORESTRY (JAMBI),JAMBI,SUMATRA,SINAR MAS,LONTAR PAPYRUS,COMMUNITY,"6784,51"
2015,ID-WOOD-CONCESSION-0021,UNKNOWN AFFILIATION,COMMUNITY FORESTRY (JAMBI),JAMBI,SUMATRA,SINAR MAS,LONTAR PAPYRUS,COMMUNITY,"1132,67"
2015,ID-WOOD-CONCESSION-0021,UNKNOWN AFFILIATION,COMMUNITY FORESTRY (JAMBI),JAMBI,SUMATRA,SINAR MAS,LONTAR PAPYRUS,COMMUNITY,"593,14"
2015,ID-WOOD-CONCESSION-0021,UNKNOWN AFFILIATION,COMMUNITY FORESTRY (JAMBI),JAMBI,SUMATRA,SINAR MAS,LONTAR PAPYRUS,COMMUNITY,"138,17"
2015,ID-WOOD-CONCESSION-0021,UNKNOWN AFFILIATION,COMMUNITY FORESTRY (JAMBI),JAMBI,SUMATRA,SINAR MAS,LONTAR PAPYRUS,COMMUNITY,"315,9"
2015,ID-WOOD-CONCESSION-0025,UNKNOWN AFFILIATION,COMMUNITY FORESTRY (SOUTH SUMATRA),SUMATERA SELATAN,SUMATRA,SINAR MAS,LONTAR PAPYRUS,COMMUNITY,"14187,92"
2015,ID-WOOD-CONCESSION-0021,UNKNOWN AFFILIATION,COMMUNITY FORESTRY (JAMBI),JAMBI,SUMATRA,SINAR MAS,LONTAR PAPYRUS,COMMUNITY,"9413,38"
2015,ID-WOOD-CONCESSION-0021,UNKNOWN AFFILIATION,COMMUNITY FORESTRY (JAMBI),JAMBI,SUMATRA,SINAR MAS,LONTAR PAPYRUS,COMMUNITY,"31345,4"
2015,ID-WOOD-CONCESSION-0021,UNKNOWN AFFILIATION,COMMUNITY FORESTRY (JAMBI),JAMBI,SUMATRA,SINAR MAS,LONTAR PAPYRUS,COMMUNITY,"95,31"
2015,ID-WOOD-CONCESSION-0020,UNKNOWN AFFILIATION,COMMUNITY FORESTRY (CENTRAL KALIMANTAN),KALIMANTAN TENGAH,KALIMANTAN,MARUBENI,TANJUNG ENIM LESTARI,COMMUNITY,"10419,05"
2015,ID-WOOD-CONCESSION-0433,SINAR MAS,PT BUMI PERSADA PERMAI,SUMATERA SELATAN,SUMATRA,SINAR MAS,INDAH KIAT,NATURAL FOREST,"23676,89"
2015,ID-WOOD-CONCESSION-0027,UNKNOWN AFFILIATION,PT BUMI PRATAMA USAHA JAYA,SUMATERA SELATAN,SUMATRA,MARUBENI,TANJUNG ENIM LESTARI,NATURAL FOREST,16740
2015,ID-WOOD-CONCESSION-0025,UNKNOWN AFFILIATION,COMMUNITY FORESTRY (SOUTH SUMATRA),SUMATERA SELATAN,SUMATRA,MARUBENI,TANJUNG ENIM LESTARI,COMMUNITY,"3731,51"
2015,ID-WOOD-CONCESSION-0025,UNKNOWN AFFILIATION,COMMUNITY FORESTRY (SOUTH SUMATRA),SUMATERA SELATAN,SUMATRA,MARUBENI,TANJUNG ENIM LESTARI,COMMUNITY,"4688,33"
2015,ID-WOOD-CONCESSION-0025,UNKNOWN AFFILIATION,COMMUNITY FORESTRY (SOUTH SUMATRA),SUMATERA SELATAN,SUMATRA,MARUBENI,TANJUNG ENIM LESTARI,COMMUNITY,"5078,38"
2015,ID-WOOD-CONCESSION-0025,UNKNOWN AFFILIATION,COMMUNITY FORESTRY (SOUTH SUMATRA),SUMATERA SELATAN,SUMATRA,MARUBENI,TANJUNG ENIM LESTARI,COMMUNITY,"6186,37"
2015,ID-WOOD-CONCESSION-0025,UNKNOWN AFFILIATION,COMMUNITY FORESTRY (SOUTH SUMATRA),SUMATERA SELATAN,SUMATRA,MARUBENI,TANJUNG ENIM LESTARI,COMMUNITY,"2425,37"
2015,ID-WOOD-CONCESSION-0020,UNKNOWN AFFILIATION,COMMUNITY FORESTRY (CENTRAL KALIMANTAN),KALIMANTAN TENGAH,KALIMANTAN,MARUBENI,TANJUNG ENIM LESTARI,COMMUNITY,"105646,47"
2015,ID-WOOD-CONCESSION-0025,UNKNOWN AFFILIATION,COMMUNITY FORESTRY (SOUTH SUMATRA),SUMATERA SELATAN,SUMATRA,MARUBENI,TANJUNG ENIM LESTARI,COMMUNITY,"2553,64"
2015,ID-WOOD-CONCESSION-0026,UNKNOWN AFFILIATION,COMMUNITY FORESTRY (WEST KALIMANTAN),KALIMANTAN BARAT,KALIMANTAN,MARUBENI,TANJUNG ENIM LESTARI,COMMUNITY,"4034,79"
2015,ID-WOOD-CONCESSION-0025,UNKNOWN AFFILIATION,COMMUNITY FORESTRY (SOUTH SUMATRA),SUMATERA SELATAN,SUMATRA,MARUBENI,TANJUNG ENIM LESTARI,COMMUNITY,"7228,3"
2015,ID-WOOD-CONCESSION-0024,UNKNOWN AFFILIATION,COMMUNITY FORESTRY (RIAU),RIAU,SUMATRA,ROYAL GOLDEN EAGLE,APRIL,COMMUNITY,"30216,82"
2015,ID-WOOD-CONCESSION-0024,UNKNOWN AFFILIATION,COMMUNITY FORESTRY (RIAU),RIAU,SUMATRA,ROYAL GOLDEN EAGLE,APRIL,COMMUNITY,"6748,53"
2015,ID-WOOD-CONCESSION-0024,UNKNOWN AFFILIATION,COMMUNITY FORESTRY (RIAU),RIAU,SUMATRA,ROYAL GOLDEN EAGLE,APRIL,COMMUNITY,"11610,77"
2015,ID-WOOD-CONCESSION-0024,UNKNOWN AFFILIATION,COMMUNITY FORESTRY (RIAU),RIAU,SUMATRA,ROYAL GOLDEN EAGLE,APRIL,COMMUNITY,"26559,96"
2015,ID-WOOD-CONCESSION-0024,UNKNOWN AFFILIATION,COMMUNITY FORESTRY (RIAU),RIAU,SUMATRA,ROYAL GOLDEN EAGLE,APRIL,COMMUNITY,"38144,81"
2015,ID-WOOD-CONCESSION-0023,UNKNOWN AFFILIATION,COMMUNITY FORESTRY (NORTH SUMATRA),SUMATERA UTARA,SUMATRA,ROYAL GOLDEN EAGLE,TOBA PULP LESTARI,COMMUNITY,"31055,18"
2015,ID-WOOD-CONCESSION-0024,UNKNOWN AFFILIATION,COMMUNITY FORESTRY (RIAU),RIAU,SUMATRA,ROYAL GOLDEN EAGLE,APRIL,COMMUNITY,"45338,73"
2015,ID-WOOD-CONCESSION-0476,ROYAL GOLDEN EAGLE,PT RIAU ANDALAN PULP & PAPER,RIAU,SUMATRA,ROYAL GOLDEN EAGLE,APRIL,NATURAL FOREST,"171630,98"
2015,ID-WOOD-CONCESSION-0476,ROYAL GOLDEN EAGLE,PT RIAU ANDALAN PULP & PAPER,RIAU,SUMATRA,ROYAL GOLDEN EAGLE,APRIL,NATURAL FOREST,"3421,97"
2015,ID-WOOD-CONCESSION-0024,UNKNOWN AFFILIATION,COMMUNITY FORESTRY (RIAU),RIAU,SUMATRA,ROYAL GOLDEN EAGLE,APRIL,COMMUNITY,"644,56"
2015,ID-WOOD-CONCESSION-0025,UNKNOWN AFFILIATION,COMMUNITY FORESTRY (SOUTH SUMATRA),SUMATERA SELATAN,SUMATRA,MARUBENI,TANJUNG ENIM LESTARI,COMMUNITY,"5590,5"
2016,ID-WOOD-CONCESSION-0557,UNKNOWN AFFILIATION,PT ACEH NUSA INDRAPURI,ACEH,SUMATRA,MARUBENI,TANJUNG ENIM LESTARI,PLANTATION,"1048,7"
2016,ID-WOOD-CONCESSION-0536,ROYAL GOLDEN EAGLE,PT ADINDO HUTANI LESTARI,KALIMANTAN UTARA,KALIMANTAN,ROYAL GOLDEN EAGLE,APRIL,PLANTATION,"569006,69"
2016,ID-WOOD-CONCESSION-0417,UNKNOWN AFFILIATION,PT AGRONUSA ALAM SEJAHTERA,JAMBI,SUMATRA,ROYAL GOLDEN EAGLE,APRIL,PLANTATION,"2558,24"
2016,ID-WOOD-CONCESSION-0464,UNKNOWN AFFILIATION,CV ALAM LESTARI,RIAU,SUMATRA,ROYAL GOLDEN EAGLE,APRIL,PLANTATION,"157867,45"
2016,ID-WOOD-CONCESSION-0471,SINAR MAS,PT ARARA ABADI,RIAU,SUMATRA,SINAR MAS,INDAH KIAT,PLANTATION,"2075817,8"
2016,ID-WOOD-CONCESSION-0471,SINAR MAS,PT ARARA ABADI,RIAU,SUMATRA,SINAR MAS,INDAH KIAT,PLANTATION,"1323990,8"
2016,ID-WOOD-CONCESSION-0471,SINAR MAS,PT ARARA ABADI,RIAU,SUMATRA,SINAR MAS,INDAH KIAT,PLANTATION,"429958,1"
2016,ID-WOOD-CONCESSION-0471,SINAR MAS,PT ARARA ABADI,RIAU,SUMATRA,SINAR MAS,INDAH KIAT,PLANTATION,"93719,8"
2016,ID-WOOD-CONCESSION-0471,SINAR MAS,PT ARARA ABADI,RIAU,SUMATRA,SINAR MAS,INDAH KIAT,PLANTATION,"64615,5"
2016,ID-WOOD-CONCESSION-0471,SINAR MAS,PT ARARA ABADI,RIAU,SUMATRA,SINAR MAS,INDAH KIAT,PLANTATION,"14029,1"
2016,ID-WOOD-CONCESSION-0554,SINAR MAS,PT BALAI KAYANG MANDIRI,RIAU,SUMATRA,SINAR MAS,INDAH KIAT,PLANTATION,"120223,4"
2016,ID-WOOD-CONCESSION-0469,UNKNOWN AFFILIATION,CV BHAKTI PRAJA MULIA,RIAU,SUMATRA,ROYAL GOLDEN EAGLE,APRIL,PLANTATION,"39584,17"
2016,ID-WOOD-CONCESSION-0478,SINAR MAS,PT BINA DAYA BENTALA,RIAU,SUMATRA,SINAR MAS,INDAH KIAT,PLANTATION,"246893,1"
2016,ID-WOOD-CONCESSION-0463,SINAR MAS,PT BINA DAYA BINTARA,RIAU,SUMATRA,ROYAL GOLDEN EAGLE,APRIL,PLANTATION,"80342,23"
2016,ID-WOOD-CONCESSION-0440,SINAR MAS,PT BINA DUTA LAKSANA,RIAU,SUMATRA,SINAR MAS,INDAH KIAT,PLANTATION,"400617,9"
2016,ID-WOOD-CONCESSION-0439,ROYAL GOLDEN EAGLE,PT BUKIT BATUBUH SEI INDAH,RIAU,SUMATRA,ROYAL GOLDEN EAGLE,APRIL,PLANTATION,"87721,66"
2016,ID-WOOD-CONCESSION-0483,SINAR MAS,PT BUKIT BATU HUTANI ALAM,RIAU,SUMATRA,SINAR MAS,INDAH KIAT,PLANTATION,"1246818,1"
2016,ID-WOOD-CONCESSION-0398,ROYAL GOLDEN EAGLE,PT BUKIT RAYA MUDISA,SUMATERA BARAT,SUMATRA,ROYAL GOLDEN EAGLE,APRIL,PLANTATION,"34579,21"
2016,ID-WOOD-CONCESSION-0429,SINAR MAS,PT BUMI ANDALAS PERMAI,SUMATERA SELATAN,SUMATRA,SINAR MAS,INDAH KIAT,PLANTATION,"998519,2"
2016,ID-WOOD-CONCESSION-0429,SINAR MAS,PT BUMI ANDALAS PERMAI,SUMATERA SELATAN,SUMATRA,SINAR MAS,OKI,PLANTATION,"320698,68"
2016,ID-WOOD-CONCESSION-0429,SINAR MAS,PT BUMI ANDALAS PERMAI,SUMATERA SELATAN,SUMATRA,SINAR MAS,LONTAR PAPYRUS,PLANTATION,"186534,15"
2016,ID-WOOD-CONCESSION-0540,SINAR MAS,PT BUMI MEKAR HIJAU,SUMATERA SELATAN,SUMATRA,SINAR MAS,INDAH KIAT,PLANTATION,"181378,6"
2016,ID-WOOD-CONCESSION-0540,SINAR MAS,PT BUMI MEKAR HIJAU,SUMATERA SELATAN,SUMATRA,SINAR MAS,OKI,PLANTATION,"105766,22"
2016,ID-WOOD-CONCESSION-0540,SINAR MAS,PT BUMI MEKAR HIJAU,SUMATERA SELATAN,SUMATRA,SINAR MAS,LONTAR PAPYRUS,PLANTATION,"83856,78"
2016,ID-WOOD-CONCESSION-0433,SINAR MAS,PT BUMI PERSADA PERMAI,SUMATERA SELATAN,SUMATRA,SINAR MAS,INDAH KIAT,PLANTATION,"507565,6"
2016,ID-WOOD-CONCESSION-0433,SINAR MAS,PT BUMI PERSADA PERMAI,SUMATERA SELATAN,SUMATRA,SINAR MAS,OKI,PLANTATION,"3786,88"
2016,ID-WOOD-CONCESSION-0441,UNKNOWN AFFILIATION,PT CITRA SUMBER SEJAHTERA,RIAU,SUMATRA,ROYAL GOLDEN EAGLE,APRIL,PLANTATION,"296369,35"
2016,ID-WOOD-CONCESSION-0442,UNKNOWN AFFILIATION,PT EKAWANA LESTARI DARMA,RIAU,SUMATRA,ROYAL GOLDEN EAGLE,APRIL,PLANTATION,126829
2016,ID-WOOD-CONCESSION-0280,SINAR MAS,PT FINNANTARA INTIGA,KALIMANTAN BARAT,KALIMANTAN,SINAR MAS,INDAH KIAT,PLANTATION,"101282,5"
2016,ID-WOOD-CONCESSION-0361,UNKNOWN AFFILIATION,PT HUTAN KETAPANG IND,KALIMANTAN BARAT,KALIMANTAN,MARUBENI,TANJUNG ENIM LESTARI,PLANTATION,"4070,59"
2016,ID-WOOD-CONCESSION-0377,SINAR MAS,PT HUTAN RINDANG BANUA,KALIMANTAN SELATAN,KALIMANTAN,MARUBENI,TANJUNG ENIM LESTARI,PLANTATION,"191851,02"
2016,ID-WOOD-CONCESSION-0265,GOVERNMENT,PT INHUTANI II (SENAKIN),KALIMANTAN SELATAN,KALIMANTAN,MARUBENI,TANJUNG ENIM LESTARI,PLANTATION,"25505,76"
2016,ID-WOOD-CONCESSION-0564,GOVERNMENT,PT INHUTANI II (TANAH GROGOT),KALIMANTAN TIMUR,KALIMANTAN,MARUBENI,TANJUNG ENIM LESTARI,PLANTATION,"96081,06"
2016,ID-WOOD-CONCESSION-0565,ROYAL GOLDEN EAGLE,PT ITCI HUTANI MANUNGGAL,KALIMANTAN TIMUR,KALIMANTAN,ROYAL GOLDEN EAGLE,APRIL,PLANTATION,"1114731,59"
2016,ID-WOOD-CONCESSION-0358,SINAR MAS,PT KALIMANTAN SUBUR PERMAI,KALIMANTAN BARAT,KALIMANTAN,SINAR MAS,INDAH KIAT,PLANTATION,"123225,9"
2016,ID-WOOD-CONCESSION-0365,KORINDO,PT KORINTIGA HUTANI,KALIMANTAN TENGAH,KALIMANTAN,ROYAL GOLDEN EAGLE,APRIL,PLANTATION,"428895,89"
2016,ID-WOOD-CONCESSION-0365,KORINDO,PT KORINTIGA HUTANI,KALIMANTAN TENGAH,KALIMANTAN,MARUBENI,TANJUNG ENIM LESTARI,PLANTATION,"180105,83"
2016,ID-WOOD-CONCESSION-0287,SUMITOMO,PT MAYANGKARA TANAMAN INDUSTRI,KALIMANTAN BARAT,KALIMANTAN,ROYAL GOLDEN EAGLE,APRIL,PLANTATION,"180904,63"
2016,ID-WOOD-CONCESSION-0445,SINAR MAS,PT MITRA HUTANI JAYA,RIAU,SUMATRA,SINAR MAS,INDAH KIAT,PLANTATION,"171497,8"
2016,ID-WOOD-CONCESSION-0437,UNKNOWN AFFILIATION,PT MITRA KEMBANG SELARAS,RIAU,SUMATRA,ROYAL GOLDEN EAGLE,APRIL,PLANTATION,"262262,69"
2016,ID-WOOD-CONCESSION-0444,UNKNOWN AFFILIATION,PT MITRA TANI NUSA SEJATI,RIAU,SUMATRA,ROYAL GOLDEN EAGLE,APRIL,PLANTATION,"72393,46"
2016,ID-WOOD-CONCESSION-0636,MARUBENI,PT MUSI HUTAN PERSADA,SUMATERA SELATAN,SUMATRA,MARUBENI,TANJUNG ENIM LESTARI,PLANTATION,"561817,88"
2016,ID-WOOD-CONCESSION-0644,UNKNOWN AFFILIATION,PT MUTIARA SABUK KHATULISTIWA,RIAU,SUMATRA,SINAR MAS,INDAH KIAT,PLANTATION,"465606,9"
2016,ID-WOOD-CONCESSION-0460,ROYAL GOLDEN EAGLE,PT NUSA PRIMA MANUNGGAL,RIAU,SUMATRA,ROYAL GOLDEN EAGLE,APRIL,PLANTATION,"59275,09"
2016,ID-WOOD-CONCESSION-0454,ROYAL GOLDEN EAGLE,PT NUSA WANA RAYA,RIAU,SUMATRA,ROYAL GOLDEN EAGLE,APRIL,PLANTATION,96859
2016,ID-WOOD-CONCESSION-0459,ROYAL GOLDEN EAGLE,PT NUSANTARA SENTOSA RAYA,RIAU,SUMATRA,ROYAL GOLDEN EAGLE,APRIL,PLANTATION,"207736,92"
2016,ID-WOOD-CONCESSION-0459,ROYAL GOLDEN EAGLE,PT NUSANTARA SENTOSA RAYA,RIAU,SUMATRA,ROYAL GOLDEN EAGLE,APRIL,PLANTATION,"46941,18"
2016,ID-WOOD-CONCESSION-0451,UNKNOWN AFFILIATION,PT PERANAP TIMBER,RIAU,SUMATRA,ROYAL GOLDEN EAGLE,APRIL,PLANTATION,"534547,64"
2016,ID-WOOD-CONCESSION-0435,SINAR MAS,PT PERAWANG SUKSES PERKASA,RIAU,SUMATRA,SINAR MAS,INDAH KIAT,PLANTATION,"301850,9"
2016,ID-WOOD-CONCESSION-0468,UNKNOWN AFFILIATION,CV PUTRI LINDUNG BULAN,RIAU,SUMATRA,ROYAL GOLDEN EAGLE,APRIL,PLANTATION,"44300,21"
2016,ID-WOOD-CONCESSION-0477,SINAR MAS,PT RIAU ABADI LESTARI,RIAU,SUMATRA,SINAR MAS,INDAH KIAT,PLANTATION,"65869,8"
2016,ID-WOOD-CONCESSION-0477,SINAR MAS,PT RIAU ABADI LESTARI,RIAU,SUMATRA,SINAR MAS,INDAH KIAT,PLANTATION,"30589,7"
2016,ID-WOOD-CONCESSION-0477,SINAR MAS,PT RIAU ABADI LESTARI,RIAU,SUMATRA,SINAR MAS,INDAH KIAT,PLANTATION,29556
2016,ID-WOOD-CONCESSION-0476,ROYAL GOLDEN EAGLE,PT RIAU ANDALAN PULP & PAPER,RIAU,SUMATRA,ROYAL GOLDEN EAGLE,APRIL,PLANTATION,"2006685,43"
2016,ID-WOOD-CONCESSION-0476,ROYAL GOLDEN EAGLE,PT RIAU ANDALAN PULP & PAPER,RIAU,SUMATRA,ROYAL GOLDEN EAGLE,APRIL,PLANTATION,"576047,94"
2016,ID-WOOD-CONCESSION-0476,ROYAL GOLDEN EAGLE,PT RIAU ANDALAN PULP & PAPER,RIAU,SUMATRA,ROYAL GOLDEN EAGLE,APRIL,PLANTATION,"458940,81"
2016,ID-WOOD-CONCESSION-0476,ROYAL GOLDEN EAGLE,PT RIAU ANDALAN PULP & PAPER,RIAU,SUMATRA,ROYAL GOLDEN EAGLE,APRIL,PLANTATION,"450351,27"
2016,ID-WOOD-CONCESSION-0480,SINAR MAS,PT RIAU INDO AGROPALMA,RIAU,SUMATRA,SINAR MAS,INDAH KIAT,PLANTATION,"192580,2"
2016,ID-WOOD-CONCESSION-0484,SINAR MAS,PT RIMBA HUTANI MAS,SUMATERA SELATAN,SUMATRA,SINAR MAS,INDAH KIAT,PLANTATION,"224644,9"
2016,ID-WOOD-CONCESSION-0416,SINAR MAS,PT RIMBA HUTANI MAS,JAMBI,SUMATRA,SINAR MAS,LONTAR PAPYRUS,PLANTATION,"207801,18"
2016,ID-WOOD-CONCESSION-0484,SINAR MAS,PT RIMBA HUTANI MAS,SUMATERA SELATAN,SUMATRA,SINAR MAS,OKI,PLANTATION,"2863,48"
2016,ID-WOOD-CONCESSION-0447,UNKNOWN AFFILIATION,PT RIMBA LAZUARDI,RIAU,SUMATRA,ROYAL GOLDEN EAGLE,APRIL,PLANTATION,"11248,41"
2016,ID-WOOD-CONCESSION-0452,UNKNOWN AFFILIATION,PT RIMBA MUTIARA PERMAI,RIAU,SUMATRA,ROYAL GOLDEN EAGLE,APRIL,PLANTATION,"177889,6"
2016,ID-WOOD-CONCESSION-0455,UNKNOWN AFFILIATION,PT RIMBA PERANAP INDAH,RIAU,SUMATRA,ROYAL GOLDEN EAGLE,APRIL,PLANTATION,"116665,39"
2016,ID-WOOD-CONCESSION-0542,SINAR MAS,PT RUAS UTAMA JAYA,RIAU,SUMATRA,SINAR MAS,INDAH KIAT,PLANTATION,"428918,9"
2016,ID-WOOD-CONCESSION-0542,SINAR MAS,PT RUAS UTAMA JAYA,RIAU,SUMATRA,SINAR MAS,INDAH KIAT,PLANTATION,"23640,6"
2016,ID-WOOD-CONCESSION-0482,SINAR MAS,PT SATRIA PERKASA AGUNG (SK 244),RIAU,SUMATRA,SINAR MAS,INDAH KIAT,PLANTATION,"331041,7"
2016,ID-WOOD-CONCESSION-0482,SINAR MAS,PT SATRIA PERKASA AGUNG (SK 244),RIAU,SUMATRA,SINAR MAS,INDAH KIAT,PLANTATION,"259770,2"
2016,ID-WOOD-CONCESSION-0482,SINAR MAS,PT SATRIA PERKASA AGUNG (SK 244),RIAU,SUMATRA,SINAR MAS,INDAH KIAT,PLANTATION,"91211,9"
2016,ID-WOOD-CONCESSION-0448,SINAR MAS,PT SATRIA PERKASA AGUNG (SK 102),RIAU,SUMATRA,SINAR MAS,INDAH KIAT,PLANTATION,"253216,6"
2016,ID-WOOD-CONCESSION-0449,SINAR MAS,PT SATRIA PERKASA AGUNG (SK 19),RIAU,SUMATRA,SINAR MAS,INDAH KIAT,PLANTATION,"225996,1"
2016,ID-WOOD-CONCESSION-0449,SINAR MAS,PT SATRIA PERKASA AGUNG (SK 19),RIAU,SUMATRA,SINAR MAS,INDAH KIAT,PLANTATION,"132748,6"
2016,ID-WOOD-CONCESSION-0428,SINAR MAS,PT SBA WOOD INDUSTRIES,SUMATERA SELATAN,SUMATRA,SINAR MAS,INDAH KIAT,PLANTATION,"214276,7"
2016,ID-WOOD-CONCESSION-0428,SINAR MAS,PT SBA WOOD INDUSTRIES,SUMATERA SELATAN,SUMATRA,SINAR MAS,OKI,PLANTATION,"106915,86"
2016,ID-WOOD-CONCESSION-0428,SINAR MAS,PT SBA WOOD INDUSTRIES,SUMATERA SELATAN,SUMATRA,SINAR MAS,LONTAR PAPYRUS,PLANTATION,"76077,26"
2016,ID-WOOD-CONCESSION-0481,SINAR MAS,PT SEKATO PRATAMA MAKMUR,RIAU,SUMATRA,SINAR MAS,INDAH KIAT,PLANTATION,"384456,8"
2016,ID-WOOD-CONCESSION-0472,ROYAL GOLDEN EAGLE,PT SELARAS ABADI UTAMA,RIAU,SUMATRA,ROYAL GOLDEN EAGLE,APRIL,PLANTATION,"34359,08"
2016,ID-WOOD-CONCESSION-0457,UNKNOWN AFFILIATION,PT SERAYA SUMBER LESTARI,RIAU,SUMATRA,ROYAL GOLDEN EAGLE,APRIL,PLANTATION,"155458,06"
2016,ID-WOOD-CONCESSION-0461,ROYAL GOLDEN EAGLE,PT SUMATERA RIANG LESTARI,RIAU,SUMATRA,ROYAL GOLDEN EAGLE,APRIL,PLANTATION,"441137,92"
2016,ID-WOOD-CONCESSION-0461,ROYAL GOLDEN EAGLE,PT SUMATERA RIANG LESTARI,RIAU,SUMATRA,ROYAL GOLDEN EAGLE,APRIL,PLANTATION,"417648,26"
2016,ID-WOOD-CONCESSION-0461,ROYAL GOLDEN EAGLE,PT SUMATERA RIANG LESTARI,RIAU,SUMATRA,ROYAL GOLDEN EAGLE,APRIL,PLANTATION,"310018,74"
2016,ID-WOOD-CONCESSION-0461,ROYAL GOLDEN EAGLE,PT SUMATERA RIANG LESTARI,RIAU,SUMATRA,ROYAL GOLDEN EAGLE,APRIL,PLANTATION,"278753,86"
2016,ID-WOOD-CONCESSION-0461,ROYAL GOLDEN EAGLE,PT SUMATERA RIANG LESTARI,RIAU,SUMATRA,ROYAL GOLDEN EAGLE,APRIL,PLANTATION,"149113,82"
2016,ID-WOOD-CONCESSION-0485,ROYAL GOLDEN EAGLE,PT SUMATERA SILVA LESTARI,RIAU,SUMATRA,ROYAL GOLDEN EAGLE,APRIL,PLANTATION,"69922,38"
2016,ID-WOOD-CONCESSION-0486,ROYAL GOLDEN EAGLE,PT SUMATERA SILVA LESTARI,SUMATERA UTARA,SUMATRA,ROYAL GOLDEN EAGLE,APRIL,PLANTATION,"21252,46"
2016,ID-WOOD-CONCESSION-0404,SINAR MAS,PT SUMBER HIJAU PERMAI,SUMATERA SELATAN,SUMATRA,SINAR MAS,INDAH KIAT,PLANTATION,"265411,2"
2016,ID-WOOD-CONCESSION-0456,UNKNOWN AFFILIATION,PT SUNTARA GAJAPATI,RIAU,SUMATRA,SINAR MAS,INDAH KIAT,PLANTATION,"217488,81"
