YEAR,WOOD_SUPPLIER_TRASE_ID,WOOD_SUPPLIER_CORPORATE_GROUP,WOOD_SUPPLIER,WOOD_SUPPLIER_PROVINCE,WOOD_SUPPLIER_ISLAND,MILL_CORPORATE_GROUP,MILL,WOOD_SOURCE,PULPWOOD_VOLUME_M3
2019,ID-WOOD-CONCESSION-0457,UNKNOWN AFFILIATION,PT SERAYA SUMBER LESTARI,RIAU,SUMATRA,ROYAL GOLDEN EAGLE,APRIL,PLANTATION,"273549,64"
2019,ID-WOOD-CONCESSION-0396,ROYAL GOLDEN EAGLE,PT SINAR BELANTARA INDAH,SUMATERA UTARA,SUMATRA,ROYAL GOLDEN EAGLE,TOBA PULP LESTARI,PLANTATION,"2690,9"
2019,ID-WOOD-CONCESSION-0304,SINAR MAS,PT SUMALINDO HUTANI JAYA II,KALIMANTAN TIMUR,KALIMANTAN,SINAR MAS,OKI,PLANTATION,"26189,88"
2019,ID-WOOD-CONCESSION-0304,SINAR MAS,PT SUMALINDO HUTANI JAYA II,KALIMANTAN TIMUR,KALIMANTAN,SINAR MAS,INDAH KIAT,PLANTATION,"87180,69"
2019,ID-WOOD-CONCESSION-0461,ROYAL GOLDEN EAGLE,PT SUMATERA RIANG LESTARI,RIAU,SUMATRA,ROYAL GOLDEN EAGLE,APRIL,PLANTATION,"107327,43"
2019,ID-WOOD-CONCESSION-0461,ROYAL GOLDEN EAGLE,PT SUMATERA RIANG LESTARI,RIAU,SUMATRA,ROYAL GOLDEN EAGLE,APRIL,PLANTATION,"70303,64"
2019,ID-WOOD-CONCESSION-0461,ROYAL GOLDEN EAGLE,PT SUMATERA RIANG LESTARI,RIAU,SUMATRA,ROYAL GOLDEN EAGLE,APRIL,PLANTATION,"407144,22"
2019,ID-WOOD-CONCESSION-0461,ROYAL GOLDEN EAGLE,PT SUMATERA RIANG LESTARI,RIAU,SUMATRA,ROYAL GOLDEN EAGLE,APRIL,PLANTATION,"513971,75"
2019,ID-WOOD-CONCESSION-0402,ROYAL GOLDEN EAGLE,PT SUMATERA RIANG LESTARI,SUMATERA UTARA,SUMATRA,ROYAL GOLDEN EAGLE,TOBA PULP LESTARI,PLANTATION,"146777,21"
2019,ID-WOOD-CONCESSION-0402,ROYAL GOLDEN EAGLE,PT SUMATERA RIANG LESTARI,SUMATERA UTARA,SUMATRA,ROYAL GOLDEN EAGLE,TOBA PULP LESTARI,PLANTATION,"467438,74"
2019,ID-WOOD-CONCESSION-0486,ROYAL GOLDEN EAGLE,PT SUMATERA SILVA LESTARI,SUMATERA UTARA,SUMATRA,ROYAL GOLDEN EAGLE,APRIL,PLANTATION,"82728,26"
2019,ID-WOOD-CONCESSION-0485,ROYAL GOLDEN EAGLE,PT SUMATERA SILVA LESTARI,RIAU,SUMATRA,ROYAL GOLDEN EAGLE,APRIL,PLANTATION,"112263,51"
2019,ID-WOOD-CONCESSION-0404,SINAR MAS,PT SUMBER HIJAU PERMAI,SUMATERA SELATAN,SUMATRA,SINAR MAS,OKI,PLANTATION,"501972,95"
2019,ID-WOOD-CONCESSION-0404,SINAR MAS,PT SUMBER HIJAU PERMAI,SUMATERA SELATAN,SUMATRA,SINAR MAS,INDAH KIAT,PLANTATION,"8133,92"
2019,ID-WOOD-CONCESSION-0456,UNKNOWN AFFILIATION,PT SUNTARA GAJAPATI,RIAU,SUMATRA,SINAR MAS,INDAH KIAT,PLANTATION,"125022,77"
2019,ID-WOOD-CONCESSION-0354,SINAR MAS,PT SURYA HUTANI JAYA,KALIMANTAN TIMUR,KALIMANTAN,SINAR MAS,OKI,PLANTATION,"304805,76"
2019,ID-WOOD-CONCESSION-0354,SINAR MAS,PT SURYA HUTANI JAYA,KALIMANTAN TIMUR,KALIMANTAN,SINAR MAS,INDAH KIAT,PLANTATION,"729908,6"
2019,ID-WOOD-CONCESSION-0555,SINAR MAS,PT TEBO MULTI AGRO,JAMBI,SUMATRA,SINAR MAS,LONTAR PAPYRUS,PLANTATION,"145143,59"
2019,ID-WOOD-CONCESSION-0641,ROYAL GOLDEN EAGLE,PT TOBA PULP LESTARI,SUMATERA UTARA,SUMATRA,ROYAL GOLDEN EAGLE,TOBA PULP LESTARI,PLANTATION,"361888,99"
2019,ID-WOOD-CONCESSION-0430,SINAR MAS,PT TRI PUPAJAYA,SUMATERA SELATAN,SUMATRA,SINAR MAS,OKI,PLANTATION,"27555,23"
2019,ID-WOOD-CONCESSION-0430,SINAR MAS,PT TRI PUPAJAYA,SUMATERA SELATAN,SUMATRA,SINAR MAS,INDAH KIAT,PLANTATION,"1105,52"
2019,ID-WOOD-CONCESSION-0432,UNKNOWN AFFILIATION,PT WAHANA LESTARI MAKMUR SUKSES,SUMATERA SELATAN,SUMATRA,ROYAL GOLDEN EAGLE,APRIL,PLANTATION,"78350,21"
2019,ID-WOOD-CONCESSION-0289,SUMITOMO,PT WANA SUBUR LESTARI,KALIMANTAN BARAT,KALIMANTAN,ROYAL GOLDEN EAGLE,APRIL,PLANTATION,"156064,18"
2019,ID-WOOD-CONCESSION-0415,UNKNOWN AFFILIATION,PT WANAKASITA NUSANTARA,JAMBI,SUMATRA,ROYAL GOLDEN EAGLE,APRIL,PLANTATION,"48654,75"
2019,ID-WOOD-CONCESSION-0479,ROYAL GOLDEN EAGLE,PT WANANUGRAHA BINALESTARI,RIAU,SUMATRA,ROYAL GOLDEN EAGLE,APRIL,PLANTATION,"88856,74"
2019,ID-WOOD-CONCESSION-0517,SINAR MAS,PT WIRA KARYA SAKTI,JAMBI,SUMATRA,SINAR MAS,LONTAR PAPYRUS,PLANTATION,"2827071,36"
2019,ID-WOOD-CONCESSION-0517,SINAR MAS,PT WIRA KARYA SAKTI,JAMBI,SUMATRA,SINAR MAS,OKI,PLANTATION,"1139656,38"
2019,ID-WOOD-CONCESSION-0021,UNKNOWN AFFILIATION,COMMUNITY FORESTRY (JAMBI),JAMBI,SUMATRA,SINAR MAS,LONTAR PAPYRUS,COMMUNITY,"28075,14"
2019,ID-WOOD-CONCESSION-0021,UNKNOWN AFFILIATION,COMMUNITY FORESTRY (JAMBI),JAMBI,SUMATRA,SINAR MAS,LONTAR PAPYRUS,COMMUNITY,"18045,06"
2019,ID-WOOD-CONCESSION-0021,UNKNOWN AFFILIATION,COMMUNITY FORESTRY (JAMBI),JAMBI,SUMATRA,SINAR MAS,LONTAR PAPYRUS,COMMUNITY,"286,12"
2019,ID-WOOD-CONCESSION-0021,UNKNOWN AFFILIATION,COMMUNITY FORESTRY (JAMBI),JAMBI,SUMATRA,SINAR MAS,LONTAR PAPYRUS,COMMUNITY,"1030,14"
2019,ID-WOOD-CONCESSION-0021,UNKNOWN AFFILIATION,COMMUNITY FORESTRY (JAMBI),JAMBI,SUMATRA,SINAR MAS,LONTAR PAPYRUS,COMMUNITY,"13477,84"
2019,ID-WOOD-CONCESSION-0021,UNKNOWN AFFILIATION,COMMUNITY FORESTRY (JAMBI),JAMBI,SUMATRA,SINAR MAS,LONTAR PAPYRUS,COMMUNITY,"1614,51"
2019,ID-WOOD-CONCESSION-0021,UNKNOWN AFFILIATION,COMMUNITY FORESTRY (JAMBI),JAMBI,SUMATRA,SINAR MAS,LONTAR PAPYRUS,COMMUNITY,"9909,9"
2019,ID-WOOD-CONCESSION-0001,SABAH FORESTRY DEVELOPMENT AUTHORITY,ACACIA FOREST INDUSTRIES SDN BHD (MALAYSIA),#N/A,#N/A,SINAR MAS,INDAH KIAT,IMPORT,"37354,84"
2019,ID-WOOD-CONCESSION-0029,UNKNOWN AFFILIATION,TRADER (BANGKA-BELITUNG),KEP. BANGKA BELITUNG,SUMATRA,SINAR MAS,OKI,TRADER,"6481,87"
2019,ID-WOOD-CONCESSION-0025,UNKNOWN AFFILIATION,COMMUNITY FORESTRY (SOUTH SUMATRA),SUMATERA SELATAN,SUMATRA,SINAR MAS,OKI,COMMUNITY,"119741,52"
2019,ID-WOOD-CONCESSION-0030,UNKNOWN AFFILIATION,TRADER (WEST KALIMANTAN),KALIMANTAN BARAT,KALIMANTAN,SINAR MAS,OKI,TRADER,"2667,9"
2019,ID-WOOD-CONCESSION-0029,UNKNOWN AFFILIATION,TRADER (BANGKA-BELITUNG),KEP. BANGKA BELITUNG,SUMATRA,SINAR MAS,OKI,TRADER,"4040,1"
2019,ID-WOOD-CONCESSION-0028,UNKNOWN AFFILIATION,TRADER (LAMPUNG),LAMPUNG,SUMATRA,SINAR MAS,OKI,TRADER,"8230,35"
2019,ID-WOOD-CONCESSION-0002,UNKNOWN AFFILIATION,ALLIED NATURAL WOOD EXPORTS (AUSTRALIA),#N/A,#N/A,SINAR MAS,INDAH KIAT,IMPORT,37529
2019,ID-WOOD-CONCESSION-0003,KTS,BRIGHT WOOD SDN BHD (MALAYSIA),#N/A,#N/A,SINAR MAS,INDAH KIAT,IMPORT,"167041,13"
2019,ID-WOOD-CONCESSION-0004,UNKNOWN AFFILIATION,DHT INTERNATIONAL INVESTMENT AND IMPORT EXPORT CORP (VIETNAM),#N/A,#N/A,SINAR MAS,INDAH KIAT,IMPORT,"144886,99"
2019,ID-WOOD-CONCESSION-0005,UNKNOWN AFFILIATION,DUC HAI CO LTD (VIETNAM),#N/A,#N/A,SINAR MAS,INDAH KIAT,IMPORT,"24502,27"
2019,ID-WOOD-CONCESSION-0024,UNKNOWN AFFILIATION,COMMUNITY FORESTRY (RIAU),RIAU,SUMATRA,SINAR MAS,INDAH KIAT,COMMUNITY,"20021,07"
2019,ID-WOOD-CONCESSION-0007,UNKNOWN AFFILIATION,EFAT GROUP (AUSTRALIA),#N/A,#N/A,SINAR MAS,INDAH KIAT,IMPORT,51340
2019,ID-WOOD-CONCESSION-0008,UNKNOWN AFFILIATION,ELITE DESTINY SDN BHD (MALAYSIA),#N/A,#N/A,SINAR MAS,OKI,IMPORT,"7061,26"
2019,ID-WOOD-CONCESSION-0008,UNKNOWN AFFILIATION,ELITE DESTINY SDN BHD (MALAYSIA),#N/A,#N/A,SINAR MAS,INDAH KIAT,IMPORT,"11152,48"
2019,ID-WOOD-CONCESSION-0009,UNKNOWN AFFILIATION,GLOBAL WOODCHIP TRADING CO LTD (THAILAND),#N/A,#N/A,SINAR MAS,INDAH KIAT,IMPORT,"78080,47"
2019,ID-WOOD-CONCESSION-0024,UNKNOWN AFFILIATION,COMMUNITY FORESTRY (RIAU),RIAU,SUMATRA,SINAR MAS,INDAH KIAT,COMMUNITY,"58380,21"
2019,ID-WOOD-CONCESSION-0024,UNKNOWN AFFILIATION,COMMUNITY FORESTRY (RIAU),RIAU,SUMATRA,SINAR MAS,INDAH KIAT,COMMUNITY,"285895,19"
2019,ID-WOOD-CONCESSION-0024,UNKNOWN AFFILIATION,COMMUNITY FORESTRY (RIAU),RIAU,SUMATRA,SINAR MAS,INDAH KIAT,COMMUNITY,"65884,68"
2019,ID-WOOD-CONCESSION-0024,UNKNOWN AFFILIATION,COMMUNITY FORESTRY (RIAU),RIAU,SUMATRA,SINAR MAS,INDAH KIAT,COMMUNITY,"2890,89"
2019,ID-WOOD-CONCESSION-0010,UNKNOWN AFFILIATION,HAO HUNG CO LTD (VIETNAM),#N/A,#N/A,SINAR MAS,INDAH KIAT,IMPORT,"579145,05"
2019,ID-WOOD-CONCESSION-0012,KTS,KTS LOGS MARKETING SDN BHD (MALAYSIA),#N/A,#N/A,SINAR MAS,INDAH KIAT,IMPORT,"321642,18"
2019,ID-WOOD-CONCESSION-0012,KTS,KTS LOGS MARKETING SDN BHD (MALAYSIA),#N/A,#N/A,ROYAL GOLDEN EAGLE,APRIL,IMPORT,"193077,99"
2019,ID-WOOD-CONCESSION-0012,KTS,KTS LOGS MARKETING SDN BHD (MALAYSIA),#N/A,#N/A,MARUBENI,TANJUNG ENIM LESTARI,IMPORT,"81926,31"
2019,ID-WOOD-CONCESSION-0024,UNKNOWN AFFILIATION,COMMUNITY FORESTRY (RIAU),RIAU,SUMATRA,ROYAL GOLDEN EAGLE,APRIL,COMMUNITY,"156677,94"
2019,ID-WOOD-CONCESSION-0024,UNKNOWN AFFILIATION,COMMUNITY FORESTRY (RIAU),RIAU,SUMATRA,ROYAL GOLDEN EAGLE,APRIL,COMMUNITY,"76868,07"
2019,ID-WOOD-CONCESSION-0028,UNKNOWN AFFILIATION,TRADER (LAMPUNG),LAMPUNG,SUMATRA,MARUBENI,TANJUNG ENIM LESTARI,TRADER,"2036,37"
2019,ID-WOOD-CONCESSION-0032,UNKNOWN AFFILIATION,TRADER (SOUTH SUMATRA),SUMATERA SELATAN,SUMATRA,MARUBENI,TANJUNG ENIM LESTARI,TRADER,"5004,44"
2019,ID-WOOD-CONCESSION-0032,UNKNOWN AFFILIATION,TRADER (SOUTH SUMATRA),SUMATERA SELATAN,SUMATRA,MARUBENI,TANJUNG ENIM LESTARI,TRADER,"5399,59"
2019,ID-WOOD-CONCESSION-0028,UNKNOWN AFFILIATION,TRADER (LAMPUNG),LAMPUNG,SUMATRA,MARUBENI,TANJUNG ENIM LESTARI,TRADER,"9796,98"
2019,ID-WOOD-CONCESSION-0028,UNKNOWN AFFILIATION,TRADER (LAMPUNG),LAMPUNG,SUMATRA,MARUBENI,TANJUNG ENIM LESTARI,TRADER,"8098,06"
2019,ID-WOOD-CONCESSION-0028,UNKNOWN AFFILIATION,TRADER (LAMPUNG),LAMPUNG,SUMATRA,MARUBENI,TANJUNG ENIM LESTARI,TRADER,"5301,53"
2019,ID-WOOD-CONCESSION-0032,UNKNOWN AFFILIATION,TRADER (SOUTH SUMATRA),SUMATERA SELATAN,SUMATRA,MARUBENI,TANJUNG ENIM LESTARI,TRADER,"4551,5"
2019,ID-WOOD-CONCESSION-0033,UNKNOWN AFFILIATION,TRADER (CENTRAL KALIMANTAN),KALIMANTAN TENGAH,KALIMANTAN,MARUBENI,TANJUNG ENIM LESTARI,TRADER,"15611,04"
2019,ID-WOOD-CONCESSION-0028,UNKNOWN AFFILIATION,TRADER (LAMPUNG),LAMPUNG,SUMATRA,MARUBENI,TANJUNG ENIM LESTARI,TRADER,"8890,48"
2019,ID-WOOD-CONCESSION-0013,KTS,KTS TIMBERS SDN BHD (MALAYSIA),#N/A,#N/A,SINAR MAS,INDAH KIAT,IMPORT,"6329,72"
2019,ID-WOOD-CONCESSION-0030,UNKNOWN AFFILIATION,TRADER (WEST KALIMANTAN),KALIMANTAN BARAT,KALIMANTAN,MARUBENI,TANJUNG ENIM LESTARI,TRADER,"3402,23"
2019,ID-WOOD-CONCESSION-0028,UNKNOWN AFFILIATION,TRADER (LAMPUNG),LAMPUNG,SUMATRA,MARUBENI,TANJUNG ENIM LESTARI,TRADER,"7579,93"
2019,ID-WOOD-CONCESSION-0023,UNKNOWN AFFILIATION,COMMUNITY FORESTRY (NORTH SUMATRA),SUMATERA UTARA,SUMATRA,ROYAL GOLDEN EAGLE,TOBA PULP LESTARI,COMMUNITY,"52188,86"
2019,ID-WOOD-CONCESSION-0015,UNKNOWN AFFILIATION,NCT FORESTRY CO LTD (SOUTH AFRICA),#N/A,#N/A,SINAR MAS,INDAH KIAT,IMPORT,56947
2019,ID-WOOD-CONCESSION-0016,UNKNOWN AFFILIATION,PISICO QUANG NAM FOREST PRODUCT JSC (VIETNAM),#N/A,#N/A,SINAR MAS,INDAH KIAT,IMPORT,"205393,35"
2019,ID-WOOD-CONCESSION-0017,YAYASAN SABAH,SABAH SOFTWOODS SDN BHD (MALAYSIA),#N/A,#N/A,SINAR MAS,INDAH KIAT,IMPORT,"1997,99"
2019,ID-WOOD-CONCESSION-0018,UNKNOWN AFFILIATION,THANH HOA CO LTD (VIETNAM),#N/A,#N/A,SINAR MAS,INDAH KIAT,IMPORT,"81634,99"
2019,ID-WOOD-CONCESSION-0019,UNKNOWN AFFILIATION,THE TRUST COMPANY (AUSTRALIA),#N/A,#N/A,SINAR MAS,INDAH KIAT,IMPORT,22749
2020,ID-WOOD-CONCESSION-0545,SINAR MAS,PT ACACIA ANDALAN UTAMA (SK 87),KALIMANTAN TIMUR,KALIMANTAN,SINAR MAS,INDAH KIAT,PLANTATION,"170282,41"
2020,ID-WOOD-CONCESSION-0471,SINAR MAS,PT ARARA ABADI,RIAU,SUMATRA,SINAR MAS,INDAH KIAT,PLANTATION,"5816072,69"
2020,ID-WOOD-CONCESSION-0554,SINAR MAS,PT BALAI KAYANG MANDIRI,RIAU,SUMATRA,SINAR MAS,INDAH KIAT,PLANTATION,"206117,05"
2020,ID-WOOD-CONCESSION-0440,SINAR MAS,PT BINA DUTA LAKSANA,RIAU,SUMATRA,SINAR MAS,INDAH KIAT,PLANTATION,"259545,22"
2020,ID-WOOD-CONCESSION-0483,SINAR MAS,PT BUKIT BATU HUTANI ALAM,RIAU,SUMATRA,SINAR MAS,INDAH KIAT,PLANTATION,"874187,44"
2020,ID-WOOD-CONCESSION-0445,SINAR MAS,PT MITRA HUTANI JAYA,RIAU,SUMATRA,SINAR MAS,INDAH KIAT,PLANTATION,"237172,17"
2020,ID-WOOD-CONCESSION-0644,UNKNOWN,PT MUTIARA SABUK KHATULISTIWA,RIAU,SUMATRA,SINAR MAS,INDAH KIAT,PLANTATION,"369383,45"
2020,ID-WOOD-CONCESSION-0435,SINAR MAS,PT PERAWANG SUKSES PERKASA,RIAU,SUMATRA,SINAR MAS,INDAH KIAT,PLANTATION,"393519,64"
2020,ID-WOOD-CONCESSION-0473,SINAR MAS,PT ARTELINDO WIRATAMA,RIAU,SUMATRA,SINAR MAS,INDAH KIAT,PLANTATION,"8271,46"
2020,ID-WOOD-CONCESSION-0478,SINAR MAS,PT BINA DAYA BENTALA,RIAU,SUMATRA,SINAR MAS,INDAH KIAT,PLANTATION,"347997,6"
2020,ID-WOOD-CONCESSION-0433,SINAR MAS,PT BUMI PERSADA PERMAI,SUMATERA SELATAN,SUMATRA,SINAR MAS,INDAH KIAT,PLANTATION,"27948,96"
2020,ID-WOOD-CONCESSION-0484,SINAR MAS,PT RIMBA HUTANI MAS,SUMATERA SELATAN,SUMATRA,SINAR MAS,INDAH KIAT,PLANTATION,"85580,63"
2020,ID-WOOD-CONCESSION-0481,SINAR MAS,PT SEKATO PRATAMA MAKMUR,RIAU,SUMATRA,SINAR MAS,INDAH KIAT,PLANTATION,"822183,13"
2020,ID-WOOD-CONCESSION-0404,SINAR MAS,PT SUMBER HIJAU PERMAI,SUMATERA SELATAN,SUMATRA,SINAR MAS,INDAH KIAT,PLANTATION,"6900,74"
2020,ID-WOOD-CONCESSION-0456,UNKNOWN,PT SUNTARA GAJAPATI,RIAU,SUMATRA,SINAR MAS,INDAH KIAT,PLANTATION,"244786,66"
2020,ID-WOOD-CONCESSION-0477,SINAR MAS,PT RIAU ABADI LESTARI,RIAU,SUMATRA,SINAR MAS,INDAH KIAT,PLANTATION,"160878,55"
2020,ID-WOOD-CONCESSION-0443,SINAR MAS,PT RIMBA MANDAU LESTARI,RIAU,SUMATRA,SINAR MAS,INDAH KIAT,PLANTATION,"35079,01"
2020,ID-WOOD-CONCESSION-0542,SINAR MAS,PT RUAS UTAMA JAYA,RIAU,SUMATRA,SINAR MAS,INDAH KIAT,PLANTATION,"497122,61"
2020,ID-WOOD-CONCESSION-0448,SINAR MAS,PT SATRIA PERKASA AGUNG (SK 102),RIAU,SUMATRA,SINAR MAS,INDAH KIAT,PLANTATION,"472377,57"
2020,ID-WOOD-CONCESSION-0449,SINAR MAS,PT SATRIA PERKASA AGUNG (SK 19),RIAU,SUMATRA,SINAR MAS,INDAH KIAT,PLANTATION,"278475,11"
2020,ID-WOOD-CONCESSION-0482,SINAR MAS,PT SATRIA PERKASA AGUNG (SK 244),RIAU,SUMATRA,SINAR MAS,INDAH KIAT,PLANTATION,"1170576,7"
2020,ID-WOOD-CONCESSION-0355,SINAR MAS,PT SUMALINDO HUTANI JAYA I,KALIMANTAN TIMUR,KALIMANTAN,SINAR MAS,INDAH KIAT,PLANTATION,"137048,09"
2020,ID-WOOD-CONCESSION-0354,SINAR MAS,PT SURYA HUTANI JAYA,KALIMANTAN TIMUR,KALIMANTAN,SINAR MAS,INDAH KIAT,PLANTATION,"1065509,54"
2020,ID-WOOD-CONCESSION-0517,SINAR MAS,PT WIRA KARYA SAKTI,JAMBI,SUMATRA,SINAR MAS,INDAH KIAT,PLANTATION,"265208,12"
2020,ID-WOOD-CONCESSION-0416,SINAR MAS,PT RIMBA HUTANI MAS,JAMBI,SUMATRA,SINAR MAS,LONTAR PAPYRUS,PLANTATION,"358762,35"
2020,ID-WOOD-CONCESSION-0555,SINAR MAS,PT TEBO MULTI AGRO,JAMBI,SUMATRA,SINAR MAS,LONTAR PAPYRUS,PLANTATION,"230599,05"
2020,ID-WOOD-CONCESSION-0517,SINAR MAS,PT WIRA KARYA SAKTI,JAMBI,SUMATRA,SINAR MAS,LONTAR PAPYRUS,PLANTATION,"3586573,24"
2020,ID-WOOD-CONCESSION-0545,SINAR MAS,PT ACACIA ANDALAN UTAMA (SK 87),KALIMANTAN TIMUR,KALIMANTAN,SINAR MAS,OKI,PLANTATION,"192902,68"
2020,ID-WOOD-CONCESSION-0314,SINAR MAS,PT ASIA TANI PERSADA,KALIMANTAN BARAT,KALIMANTAN,SINAR MAS,OKI,PLANTATION,"136774,25"
2020,ID-WOOD-CONCESSION-0440,SINAR MAS,PT BINA DUTA LAKSANA,RIAU,SUMATRA,SINAR MAS,OKI,PLANTATION,"82338,17"
2020,ID-WOOD-CONCESSION-0429,SINAR MAS,PT BUMI ANDALAS PERMAI,SUMATERA SELATAN,SUMATRA,SINAR MAS,OKI,PLANTATION,"2936881,87"
2020,ID-WOOD-CONCESSION-0540,SINAR MAS,PT BUMI MEKAR HIJAU,SUMATERA SELATAN,SUMATRA,SINAR MAS,OKI,PLANTATION,"1005568,69"
2020,ID-WOOD-CONCESSION-0286,SINAR MAS,PT DAYA TANI KALBAR,KALIMANTAN BARAT,KALIMANTAN,SINAR MAS,OKI,PLANTATION,"193307,7"
2020,ID-WOOD-CONCESSION-0644,UNKNOWN,PT MUTIARA SABUK KHATULISTIWA,RIAU,SUMATRA,SINAR MAS,OKI,PLANTATION,"126228,81"
2020,ID-WOOD-CONCESSION-0433,SINAR MAS,PT BUMI PERSADA PERMAI,SUMATERA SELATAN,SUMATRA,SINAR MAS,OKI,PLANTATION,"764254,76"
2020,ID-WOOD-CONCESSION-0280,SINAR MAS,PT FINNANTARA INTIGA,KALIMANTAN BARAT,KALIMANTAN,SINAR MAS,OKI,PLANTATION,"120196,54"
2020,ID-WOOD-CONCESSION-0484,SINAR MAS,PT RIMBA HUTANI MAS,SUMATERA SELATAN,SUMATRA,SINAR MAS,OKI,PLANTATION,"749302,25"
2020,ID-WOOD-CONCESSION-0404,SINAR MAS,PT SUMBER HIJAU PERMAI,SUMATERA SELATAN,SUMATRA,SINAR MAS,OKI,PLANTATION,"311522,04"
2020,ID-WOOD-CONCESSION-0430,SINAR MAS,PT TRI PUPAJAYA,SUMATERA SELATAN,SUMATRA,SINAR MAS,OKI,PLANTATION,"51807,43"
2020,ID-WOOD-CONCESSION-0416,SINAR MAS,PT RIMBA HUTANI MAS,JAMBI,SUMATRA,SINAR MAS,OKI,PLANTATION,"174121,33"
2020,ID-WOOD-CONCESSION-0428,SINAR MAS,PT SBA WOOD INDUSTRIES,SUMATERA SELATAN,SUMATRA,SINAR MAS,OKI,PLANTATION,"1446830,91"
2020,ID-WOOD-CONCESSION-0355,SINAR MAS,PT SUMALINDO HUTANI JAYA I,KALIMANTAN TIMUR,KALIMANTAN,SINAR MAS,OKI,PLANTATION,"62811,08"
2020,ID-WOOD-CONCESSION-0354,SINAR MAS,PT SURYA HUTANI JAYA,KALIMANTAN TIMUR,KALIMANTAN,SINAR MAS,OKI,PLANTATION,"635713,02"
2020,ID-WOOD-CONCESSION-0369,SINAR MAS,PT WANAKERTA EKALESTARI,KALIMANTAN BARAT,KALIMANTAN,SINAR MAS,OKI,PLANTATION,"36030,59"
2020,ID-WOOD-CONCESSION-0517,SINAR MAS,PT WIRA KARYA SAKTI,JAMBI,SUMATRA,SINAR MAS,OKI,PLANTATION,"1310127,91"
2020,ID-WOOD-CONCESSION-0536,ROYAL GOLDEN EAGLE,PT ADINDO HUTANI LESTARI,KALIMANTAN UTARA,KALIMANTAN,ROYAL GOLDEN EAGLE,APRIL,PLANTATION,"568771,7"
2020,ID-WOOD-CONCESSION-0469,UNKNOWN,CV BHAKTI PRAJA MULIA,RIAU,SUMATRA,ROYAL GOLDEN EAGLE,APRIL,PLANTATION,"44300,21"
2020,ID-WOOD-CONCESSION-0463,SINAR MAS,PT BINA DAYA BINTARA,RIAU,SUMATRA,ROYAL GOLDEN EAGLE,APRIL,PLANTATION,"147243,02"
2020,ID-WOOD-CONCESSION-0290,UNKNOWN,PT BINA SILVA NUSA,KALIMANTAN BARAT,KALIMANTAN,ROYAL GOLDEN EAGLE,APRIL,PLANTATION,"7173,88"
2020,ID-WOOD-CONCESSION-0439,ROYAL GOLDEN EAGLE,PT BUKIT BATABUH SEI INDAH,RIAU,SUMATRA,ROYAL GOLDEN EAGLE,APRIL,PLANTATION,"60636,73"
2020,ID-WOOD-CONCESSION-0398,ROYAL GOLDEN EAGLE,PT BUKIT RAYA MUDISA,SUMATERA BARAT,SUMATRA,ROYAL GOLDEN EAGLE,APRIL,PLANTATION,"51462,42"
2020,ID-WOOD-CONCESSION-0441,UNKNOWN,PT CITRA SUMBER SEJAHTERA,RIAU,SUMATRA,ROYAL GOLDEN EAGLE,APRIL,PLANTATION,"208286,02"
2020,ID-WOOD-CONCESSION-0464,UNKNOWN,CV ALAM LESTARI,RIAU,SUMATRA,ROYAL GOLDEN EAGLE,APRIL,PLANTATION,"80745,44"
2020,ID-WOOD-CONCESSION-0442,UNKNOWN,PT EKAWANA LESTARI DARMA,RIAU,SUMATRA,ROYAL GOLDEN EAGLE,APRIL,PLANTATION,"169669,42"
2020,ID-WOOD-CONCESSION-0470,UNKNOWN,PT ESSA INDAH TIMBER,RIAU,SUMATRA,ROYAL GOLDEN EAGLE,APRIL,PLANTATION,"26812,75"
2020,ID-WOOD-CONCESSION-0363,DJARUM,PT FAJAR SURYA SWADAYA,KALIMANTAN TIMUR,KALIMANTAN,ROYAL GOLDEN EAGLE,APRIL,PLANTATION,"155334,19"
2020,ID-WOOD-CONCESSION-0465,UNKNOWN,CV HARAPAN JAYA,RIAU,SUMATRA,ROYAL GOLDEN EAGLE,APRIL,PLANTATION,"31366,32"
2020,ID-WOOD-CONCESSION-0365,KORINDO,PT KORINTIGA HUTANI,KALIMANTAN TENGAH,KALIMANTAN,ROYAL GOLDEN EAGLE,APRIL,PLANTATION,"60669,66"
2020,ID-WOOD-CONCESSION-0287,SUMITOMO,PT MAYANGKARA TANAMAN INDUSTRI (SK 480),KALIMANTAN BARAT,KALIMANTAN,ROYAL GOLDEN EAGLE,APRIL,PLANTATION,"129491,44"
2020,ID-WOOD-CONCESSION-0444,UNKNOWN,PT MITRA TANI NUSA SEJATI,RIAU,SUMATRA,ROYAL GOLDEN EAGLE,APRIL,PLANTATION,"55823,73"
2020,ID-WOOD-CONCESSION-0454,ROYAL GOLDEN EAGLE,PT NUSA WANA RAYA,RIAU,SUMATRA,ROYAL GOLDEN EAGLE,APRIL,PLANTATION,"237476,65"
2020,ID-WOOD-CONCESSION-0459,ROYAL GOLDEN EAGLE,PT NUSANTARA SENTOSA RAYA,RIAU,SUMATRA,ROYAL GOLDEN EAGLE,APRIL,PLANTATION,"205398,61"
2020,ID-WOOD-CONCESSION-0478,SINAR MAS,PT BINA DAYA BENTALA,RIAU,SUMATRA,ROYAL GOLDEN EAGLE,APRIL,PLANTATION,"18929,61"
